Latitude(deg),Longitude(deg),CPR,DOP,SLI_Row,SLI_Col
-87.142776,87.756930,1.036371,0.041772,54652,445
-87.142176,87.744707,1.251387,0.119340,54652,446
-87.142761,87.757194,1.004846,0.018978,54653,445
-87.142161,87.744975,1.196477,0.106604,54653,446
-87.142147,87.745242,1.066771,0.114247,54654,446
-87.142672,87.758781,1.051715,0.114798,54659,445
-87.142657,87.759046,1.129413,0.110978,54660,445
-87.142642,87.759310,1.171779,0.125200,54661,445
-87.338019,92.543504,1.222097,0.114332,55201,25
-87.338001,92.543686,1.160180,0.108995,55202,25
-87.337606,92.536839,1.125234,0.123420,55207,26
-87.337588,92.537021,1.025027,0.109165,55208,26
-87.154951,88.643123,1.084951,0.115398,55765,390
-87.155410,88.653993,1.085502,0.127395,55767,389
-87.155277,88.655832,1.084926,0.124592,55775,389
-87.155261,88.656062,1.065165,0.099328,55776,389
-87.155244,88.656292,1.055575,0.079736,55777,389
-87.155228,88.656523,1.068215,0.075301,55778,389
-87.155211,88.656753,1.077381,0.082255,55779,389
-87.155195,88.656983,1.089279,0.088006,55780,389
-87.155178,88.657213,1.018068,0.105885,55781,389
